Name;Location;Audience;Audience_Qaulity;Price1;Post_kind1;Price2;Post_kind2;Price3;Post_kind3;Price4;Post_kind4
Анна;Ростов-на-Дону, Россия;513;<span>31%</span>;282 ₽;Пост + Stories;141 ₽;Серия Stories (3-5);197 ₽;Пост в ленте;84 ₽;Stories
Анна;Москва, Россия;3 789;<span>30%</span>;2 084 ₽;Пост + Stories;1 042 ₽;Серия Stories (3-5);1 458 ₽;Пост в ленте;625 ₽;Stories
Anastasiya;Москва, Россия;21 362;<span>15%</span>;8 731 ₽;Пост + Stories;4 365 ₽;Серия Stories (3-5);6 111 ₽;Пост в ленте;2 619 ₽;Stories
Александра;Москва, Россия;15 647;<span>13%</span>;6 641 ₽;Пост + Stories;3 320 ₽;Серия Stories (3-5);4 648 ₽;Пост в ленте;1 992 ₽;Stories
Артём;Северодвинск, Россия;1 670;<span>31%</span>;918 ₽;Пост + Stories;459 ₽;Серия Stories (3-5);642 ₽;Пост в ленте;275 ₽;Stories
Дарья;Санкт-Петербург, Россия;1 074;<span>17%</span>;590 ₽;Пост + Stories;295 ₽;Серия Stories (3-5);413 ₽;Пост в ленте;177 ₽;Stories
Ruslan;Москва, Россия;4 094;<span>30%</span>;2 251 ₽;Пост + Stories;1 125 ₽;Серия Stories (3-5);1 575 ₽;Пост в ленте;675 ₽;Stories
Таня;Екатеринбург, Россия;2 484;<span>20%</span>;1 366 ₽;Пост + Stories;683 ₽;Серия Stories (3-5);956 ₽;Пост в ленте;409 ₽;Stories
Асияна;Уфа, Россия;8 149;<span>29%</span>;3 917 ₽;Пост + Stories;1 958 ₽;Серия Stories (3-5);2 741 ₽;Пост в ленте;1 175 ₽;Stories
Анна;Ульяновск, Россия;3 035;<span>30%</span>;1 669 ₽;Пост + Stories;834 ₽;Серия Stories (3-5);1 168 ₽;Пост в ленте;500 ₽;Stories
Варвара;Москва, Россия;3 562;<span>17%</span>;1 959 ₽;Пост + Stories;979 ₽;Серия Stories (3-5);1 371 ₽;Пост в ленте;587 ₽;Stories
Mary;Екатеринбург, Россия;547;<span>22%</span>;301 ₽;Пост + Stories;150 ₽;Серия Stories (3-5);210 ₽;Пост в ленте;90 ₽;Stories
Андрей;Екатеринбург, Россия;4 542;<span>49%</span>;2 498 ₽;Пост + Stories;1 249 ₽;Серия Stories (3-5);1 748 ₽;Пост в ленте;749 ₽;Stories
Виктория;Москва, Россия;5 515;<span>48%</span>;2 971 ₽;Пост + Stories;1 485 ₽;Серия Stories (3-5);2 079 ₽;Пост в ленте;891 ₽;Stories
Оксана;Санкт-Петербург, Россия;616;<span>32%</span>;338 ₽;Пост + Stories;169 ₽;Серия Stories (3-5);236 ₽;Пост в ленте;101 ₽;Stories
Варвара;Оренбург, Россия;1 682;<span>37%</span>;925 ₽;Пост + Stories;462 ₽;Серия Stories (3-5);647 ₽;Пост в ленте;277 ₽;Stories
Алёна;Москва, Россия;6 126;<span>36%</span>;3 217 ₽;Пост + Stories;1 608 ₽;Серия Stories (3-5);2 251 ₽;Пост в ленте;965 ₽;Stories
Злата;Санкт-Петербург, Россия;10 801;<span>38%</span>;4 728 ₽;Пост + Stories;2 364 ₽;Серия Stories (3-5);3 309 ₽;Пост в ленте;1 418 ₽;Stories
Алексей;Москва, Россия;828;<span>13%</span>;455 ₽;Пост + Stories;227 ₽;Серия Stories (3-5);318 ₽;Пост в ленте;136 ₽;Stories
Маргарита;Москва, Россия;5 788;<span>23%</span>;3 083 ₽;Пост + Stories;1 541 ₽;Серия Stories (3-5);2 158 ₽;Пост в ленте;924 ₽;Stories
Ернест;Москва, Россия;8 251;<span>23%</span>;3 947 ₽;Пост + Stories;1 973 ₽;Серия Stories (3-5);2 762 ₽;Пост в ленте;1 184 ₽;Stories
Неонила;Москва, Россия;22 585;<span>26%</span>;9 155 ₽;Пост + Stories;4 577 ₽;Серия Stories (3-5);6 408 ₽;Пост в ленте;2 746 ₽;Stories
Polina;Moscow, Россия;10 459;<span>22%</span>;4 589 ₽;Пост + Stories;2 294 ₽;Серия Stories (3-5);3 212 ₽;Пост в ленте;1 376 ₽;Stories
Ольга;Москва, Россия;2 782;<span>33%</span>;1 530 ₽;Пост + Stories;765 ₽;Серия Stories (3-5);1 071 ₽;Пост в ленте;459 ₽;Stories
Анна;Красноярск, Россия;2 881;<span>15%</span>;1 585 ₽;Пост + Stories;792 ₽;Серия Stories (3-5);1 109 ₽;Пост в ленте;475 ₽;Stories
Екатерина;Санкт-Петербург, Россия;5 572;<span>29%</span>;2 994 ₽;Пост + Stories;1 497 ₽;Серия Stories (3-5);2 095 ₽;Пост в ленте;898 ₽;Stories
Вадик;Таганрог, Россия;2 904;<span>14%</span>;1 597 ₽;Пост + Stories;798 ₽;Серия Stories (3-5);1 117 ₽;Пост в ленте;479 ₽;Stories
Галина;Калуга, Россия;4 213;<span>36%</span>;2 317 ₽;Пост + Stories;1 158 ₽;Серия Stories (3-5);1 621 ₽;Пост в ленте;695 ₽;Stories
Мария;Москва, Россия;2 829;<span>32%</span>;1 556 ₽;Пост + Stories;778 ₽;Серия Stories (3-5);1 089 ₽;Пост в ленте;466 ₽;Stories
Ангелина;Санкт-Петербург, Россия;4 472;<span>23%</span>;2 459 ₽;Пост + Stories;1 229 ₽;Серия Stories (3-5);1 721 ₽;Пост в ленте;737 ₽;Stories
Александра;Москва, Россия;6 553;<span>35%</span>;3 380 ₽;Пост + Stories;1 690 ₽;Серия Stories (3-5);2 366 ₽;Пост в ленте;1 014 ₽;Stories
Elena;Тюмень, Россия;16 134;<span>28%</span>;6 826 ₽;Пост + Stories;3 413 ₽;Серия Stories (3-5);4 778 ₽;Пост в ленте;2 047 ₽;Stories
Наталья;Казань, Россия;1 443;<span>14%</span>;794 ₽;Пост + Stories;397 ₽;Серия Stories (3-5);555 ₽;Пост в ленте;238 ₽;Stories
Арина;Санкт-Петербург, Россия;816;<span>30%</span>;448 ₽;Пост + Stories;224 ₽;Серия Stories (3-5);313 ₽;Пост в ленте;134 ₽;Stories
Марина;Москва, Россия;27 079;<span>34%</span>;10 642 ₽;Пост + Stories;5 321 ₽;Серия Stories (3-5);7 449 ₽;Пост в ленте;3 192 ₽;Stories
Кирилл;Краснодар, Россия;3 415;<span>35%</span>;1 878 ₽;Пост + Stories;939 ₽;Серия Stories (3-5);1 314 ₽;Пост в ленте;563 ₽;Stories
Лина;Ярославль, Россия;2 778;<span>25%</span>;1 527 ₽;Пост + Stories;763 ₽;Серия Stories (3-5);1 068 ₽;Пост в ленте;458 ₽;Stories
Татьяна;Москва, Россия;2 036;<span>20%</span>;1 119 ₽;Пост + Stories;559 ₽;Серия Stories (3-5);783 ₽;Пост в ленте;335 ₽;Stories
Равиль;Казань, Россия;1 463;<span>15%</span>;805 ₽;Пост + Stories;402 ₽;Серия Stories (3-5);563 ₽;Пост в ленте;241 ₽;Stories
Юлия;Москва, Россия;39 924;<span>33%</span>;14 281 ₽;Пост + Stories;7 140 ₽;Серия Stories (3-5);9 996 ₽;Пост в ленте;4 284 ₽;Stories
Ирина;Санкт-Петербург, Россия;6 876;<span>39%</span>;3 498 ₽;Пост + Stories;1 749 ₽;Серия Stories (3-5);2 448 ₽;Пост в ленте;1 049 ₽;Stories
Светлана;Новосибирск, Россия;1 716;<span>31%</span>;943 ₽;Пост + Stories;471 ₽;Серия Stories (3-5);660 ₽;Пост в ленте;282 ₽;Stories
Гюнай;Саратов, Россия;2 887;<span>28%</span>;1 073 ₽;Пост + Stories;536 ₽;Серия Stories (3-5);751 ₽;Пост в ленте;321 ₽;Stories
Анастасия;Самара, Россия;3 242;<span>29%</span>;1 783 ₽;Пост + Stories;891 ₽;Серия Stories (3-5);1 248 ₽;Пост в ленте;534 ₽;Stories
Викки;Санкт-Петербург, Россия;2 868;<span>27%</span>;1 577 ₽;Пост + Stories;788 ₽;Серия Stories (3-5);1 103 ₽;Пост в ленте;473 ₽;Stories
Инна;Курск, Россия;2 095;<span>47%</span>;1 152 ₽;Пост + Stories;576 ₽;Серия Stories (3-5);806 ₽;Пост в ленте;345 ₽;Stories
Мария;Москва, Россия;19 662;<span>37%</span>;8 129 ₽;Пост + Stories;4 064 ₽;Серия Stories (3-5);5 690 ₽;Пост в ленте;2 438 ₽;Stories
Марина;Екатеринбург, Россия;2 971;<span>25%</span>;1 634 ₽;Пост + Stories;817 ₽;Серия Stories (3-5);1 143 ₽;Пост в ленте;490 ₽;Stories
Катя;Москва, Россия;19 646;<span>29%</span>;8 123 ₽;Пост + Stories;4 061 ₽;Серия Stories (3-5);5 686 ₽;Пост в ленте;2 436 ₽;Stories
Марина;Москва, Россия;14 866;<span>18%</span>;6 342 ₽;Пост + Stories;3 171 ₽;Серия Stories (3-5);4 439 ₽;Пост в ленте;1 902 ₽;Stories
Наталия;Москва, Россия;3 854;<span>30%</span>;2 119 ₽;Пост + Stories;1 059 ₽;Серия Stories (3-5);1 483 ₽;Пост в ленте;635 ₽;Stories
Мария;Краснодар, Россия;20 509;<span>49%</span>;8 431 ₽;Пост + Stories;4 215 ₽;Серия Stories (3-5);5 901 ₽;Пост в ленте;2 529 ₽;Stories
Алина;Саратов, Россия;5 641;<span>20%</span>;3 022 ₽;Пост + Stories;1 511 ₽;Серия Stories (3-5);2 115 ₽;Пост в ленте;906 ₽;Stories
Анастасия;Новосибирск, Россия;5 150;<span>15%</span>;2 816 ₽;Пост + Stories;1 408 ₽;Серия Stories (3-5);1 971 ₽;Пост в ленте;844 ₽;Stories
Константин;Москва, Россия;25 982;<span>17%</span>;10 290 ₽;Пост + Stories;5 145 ₽;Серия Stories (3-5);7 202 ₽;Пост в ленте;3 087 ₽;Stories
Мэри;Москва, Россия;145 437;<span>28%</span>;32 924 ₽;Пост + Stories;16 462 ₽;Серия Stories (3-5);23 046 ₽;Пост в ленте;9 877 ₽;Stories
Алёна;Дзержинский, Россия;3 723;<span>24%</span>;2 048 ₽;Пост + Stories;1 024 ₽;Серия Stories (3-5);1 433 ₽;Пост в ленте;614 ₽;Stories
Слава;Москва, Россия;3 881;<span>43%</span>;2 135 ₽;Пост + Stories;1 067 ₽;Серия Stories (3-5);1 494 ₽;Пост в ленте;640 ₽;Stories
Любовь;Рыбинск, Россия;2 203;<span>35%</span>;1 212 ₽;Пост + Stories;606 ₽;Серия Stories (3-5);848 ₽;Пост в ленте;363 ₽;Stories
Анна;Санкт-Петербург, Россия;1 985;<span>30%</span>;1 092 ₽;Пост + Stories;546 ₽;Серия Stories (3-5);764 ₽;Пост в ленте;327 ₽;Stories
Алина;Москва, Россия;273 143;<span>28%</span>;69 334 ₽;Пост + Stories;34 667 ₽;Серия Stories (3-5);48 533 ₽;Пост в ленте;20 800 ₽;Stories
Павел;Москва, Россия;34 222;<span>33%</span>;12 777 ₽;Пост + Stories;6 388 ₽;Серия Stories (3-5);8 943 ₽;Пост в ленте;3 833 ₽;Stories
Александра;Москва, Россия;4 812;<span>17%</span>;2 646 ₽;Пост + Stories;1 323 ₽;Серия Stories (3-5);1 852 ₽;Пост в ленте;793 ₽;Stories
Алена;Рыбинск, Россия;885;<span>25%</span>;487 ₽;Пост + Stories;243 ₽;Серия Stories (3-5);340 ₽;Пост в ленте;146 ₽;Stories
Анастасия;Барнаул, Россия;5 085;<span>47%</span>;2 787 ₽;Пост + Stories;1 393 ₽;Серия Stories (3-5);1 950 ₽;Пост в ленте;836 ₽;Stories
Надежда;Москва, Россия;2 414;<span>24%</span>;1 327 ₽;Пост + Stories;663 ₽;Серия Stories (3-5);928 ₽;Пост в ленте;398 ₽;Stories
Никола;Санкт-Петербург, Россия;10 523;<span>44%</span>;4 614 ₽;Пост + Stories;2 307 ₽;Серия Stories (3-5);3 229 ₽;Пост в ленте;1 384 ₽;Stories
Марина;Тюмень, Россия;977;<span>20%</span>;537 ₽;Пост + Stories;268 ₽;Серия Stories (3-5);375 ₽;Пост в ленте;161 ₽;Stories
Наталия;Санкт-Петербург, Россия;9 521;<span>37%</span>;4 290 ₽;Пост + Stories;2 145 ₽;Серия Stories (3-5);3 003 ₽;Пост в ленте;1 287 ₽;Stories
Лин;Москва, Россия;6 097;<span>36%</span>;3 206 ₽;Пост + Stories;1 603 ₽;Серия Stories (3-5);2 244 ₽;Пост в ленте;961 ₽;Stories
Аня;Москва, Россия;696 094;<span>22%</span>;140 710 ₽;Пост + Stories;70 355 ₽;Серия Stories (3-5);98 497 ₽;Пост в ленте;42 213 ₽;Stories
Елена;Нижний Новгород, Россия;2 670;<span>27%</span>;1 468 ₽;Пост + Stories;734 ₽;Серия Stories (3-5);1 027 ₽;Пост в ленте;440 ₽;Stories
Екатерина;Пенза, Россия;9 359;<span>43%</span>;4 250 ₽;Пост + Stories;2 125 ₽;Серия Stories (3-5);2 975 ₽;Пост в ленте;1 275 ₽;Stories
Ольга;Барнаул, Россия;15 403;<span>53%</span>;6 548 ₽;Пост + Stories;3 274 ₽;Серия Stories (3-5);4 583 ₽;Пост в ленте;1 964 ₽;Stories
Арина;Кемерово, Россия;54 107;<span>47%</span>;17 611 ₽;Пост + Stories;8 805 ₽;Серия Stories (3-5);12 327 ₽;Пост в ленте;5 283 ₽;Stories
Яна;Санкт-Петербург, Россия;2 814;<span>47%</span>;1 547 ₽;Пост + Stories;773 ₽;Серия Stories (3-5);1 082 ₽;Пост в ленте;464 ₽;Stories
Ульяна;Ижевск, Россия;8 522;<span>41%</span>;4 027 ₽;Пост + Stories;2 013 ₽;Серия Stories (3-5);2 818 ₽;Пост в ленте;1 208 ₽;Stories
Джулия;Москва, Россия;5 381;<span>19%</span>;2 913 ₽;Пост + Stories;1 456 ₽;Серия Stories (3-5);2 039 ₽;Пост в ленте;873 ₽;Stories
Вячеслав;Санкт-Петербург, Россия;31 364;<span>44%</span>;11 957 ₽;Пост + Stories;5 978 ₽;Серия Stories (3-5);8 369 ₽;Пост в ленте;3 587 ₽;Stories
Ольга;Москва, Россия;11 570;<span>30%</span>;5 041 ₽;Пост + Stories;2 520 ₽;Серия Stories (3-5);3 528 ₽;Пост в ленте;1 512 ₽;Stories
Annet;Санкт-Петербург, Россия;2 621;<span>32%</span>;1 442 ₽;Пост + Stories;721 ₽;Серия Stories (3-5);1 009 ₽;Пост в ленте;432 ₽;Stories
Ксения;Оренбург, Россия;9 869;<span>32%</span>;4 370 ₽;Пост + Stories;2 185 ₽;Серия Stories (3-5);3 059 ₽;Пост в ленте;1 311 ₽;Stories
Кристина;Санкт-Петербург, Россия;2 611;<span>19%</span>;1 436 ₽;Пост + Stories;718 ₽;Серия Stories (3-5);1 005 ₽;Пост в ленте;430 ₽;Stories
Екатерина;Ярославль, Россия;7 634;<span>30%</span>;3 756 ₽;Пост + Stories;1 878 ₽;Серия Stories (3-5);2 629 ₽;Пост в ленте;1 126 ₽;Stories
Кира;Москва, Россия;86 411;<span>32%</span>;25 054 ₽;Пост + Stories;12 527 ₽;Серия Stories (3-5);17 537 ₽;Пост в ленте;7 516 ₽;Stories
Марина;Москва, Россия;2 573;<span>35%</span>;1 415 ₽;Пост + Stories;707 ₽;Серия Stories (3-5);990 ₽;Пост в ленте;424 ₽;Stories
Pavel;Санкт-Петербург, Россия;43 766;<span>36%</span>;15 193 ₽;Пост + Stories;7 596 ₽;Серия Stories (3-5);10 635 ₽;Пост в ленте;4 557 ₽;Stories
Lana;Москва, Россия;23 028;<span>20%</span>;9 307 ₽;Пост + Stories;4 653 ₽;Серия Stories (3-5);6 514 ₽;Пост в ленте;2 792 ₽;Stories
Екатерина;Москва, Россия;3 999;<span>21%</span>;2 200 ₽;Пост + Stories;1 100 ₽;Серия Stories (3-5);1 540 ₽;Пост в ленте;660 ₽;Stories
Ксения;Екатеринбург, Россия;1 324;<span>40%</span>;728 ₽;Пост + Stories;364 ₽;Серия Stories (3-5);509 ₽;Пост в ленте;218 ₽;Stories
Виктория;Тверь, Россия;4 564;<span>37%</span>;2 510 ₽;Пост + Stories;1 255 ₽;Серия Stories (3-5);1 757 ₽;Пост в ленте;753 ₽;Stories
Анастасия;Москва, Россия;3 264;<span>39%</span>;1 795 ₽;Пост + Stories;897 ₽;Серия Stories (3-5);1 256 ₽;Пост в ленте;538 ₽;Stories
Светлана;Москва, Россия;58 083;<span>42%</span>;18 650 ₽;Пост + Stories;9 325 ₽;Серия Stories (3-5);13 055 ₽;Пост в ленте;5 595 ₽;Stories
Светлана;Москва, Россия;4 244;<span>13%</span>;2 334 ₽;Пост + Stories;1 167 ₽;Серия Stories (3-5);1 633 ₽;Пост в ленте;700 ₽;Stories
Дарья;Москва, Россия;8 688;<span>23%</span>;4 073 ₽;Пост + Stories;2 036 ₽;Серия Stories (3-5);2 851 ₽;Пост в ленте;1 221 ₽;Stories
Вероника;Москва, Россия;69 345;<span>42%</span>;21 408 ₽;Пост + Stories;10 704 ₽;Серия Stories (3-5);14 985 ₽;Пост в ленте;6 422 ₽;Stories
Катерина;Москва, Россия;8 865;<span>35%</span>;4 121 ₽;Пост + Stories;2 060 ₽;Серия Stories (3-5);2 884 ₽;Пост в ленте;1 236 ₽;Stories
Станислав;Белгород, Россия;7 585;<span>30%</span>;3 740 ₽;Пост + Stories;1 870 ₽;Серия Stories (3-5);2 618 ₽;Пост в ленте;1 122 ₽;Stories
Ирина;Самара, Россия;3 832;<span>37%</span>;2 107 ₽;Пост + Stories;1 053 ₽;Серия Stories (3-5);1 474 ₽;Пост в ленте;632 ₽;Stories
Татьяна;Магнитогорск, Россия;5 690;<span>38%</span>;3 042 ₽;Пост + Stories;1 521 ₽;Серия Stories (3-5);2 129 ₽;Пост в ленте;912 ₽;Stories
Снежана;Тюмень, Россия;2 953;<span>17%</span>;1 624 ₽;Пост + Stories;812 ₽;Серия Stories (3-5);1 136 ₽;Пост в ленте;487 ₽;Stories
Светлана;Москва, Россия;1 743;<span>21%</span>;959 ₽;Пост + Stories;479 ₽;Серия Stories (3-5);671 ₽;Пост в ленте;287 ₽;Stories
Alena;Воронеж, Россия;4 215;<span>20%</span>;2 318 ₽;Пост + Stories;1 159 ₽;Серия Stories (3-5);1 622 ₽;Пост в ленте;695 ₽;Stories
Сергей;Москва, Россия;53 768;<span>14%</span>;17 066 ₽;Пост + Stories;8 533 ₽;Серия Stories (3-5);11 946 ₽;Пост в ленте;5 119 ₽;Stories
Карина;Москва, Россия;1 313;<span>21%</span>;722 ₽;Пост + Stories;361 ₽;Серия Stories (3-5);505 ₽;Пост в ленте;216 ₽;Stories
Екатерина;Москва, Россия;3 617;<span>38%</span>;1 989 ₽;Пост + Stories;994 ₽;Серия Stories (3-5);1 392 ₽;Пост в ленте;596 ₽;Stories
Элина;Москва, Россия;5 135;<span>18%</span>;2 809 ₽;Пост + Stories;1 404 ₽;Серия Stories (3-5);1 966 ₽;Пост в ленте;842 ₽;Stories
Анна;Красноярск, Россия;1 072;<span>33%</span>;589 ₽;Пост + Stories;294 ₽;Серия Stories (3-5);412 ₽;Пост в ленте;176 ₽;Stories
Геннадий;Москва, Россия;1 487;<span>22%</span>;818 ₽;Пост + Stories;409 ₽;Серия Stories (3-5);572 ₽;Пост в ленте;245 ₽;Stories
Анна;Красноярск, Россия;3 551;<span>18%</span>;1 953 ₽;Пост + Stories;976 ₽;Серия Stories (3-5);1 367 ₽;Пост в ленте;585 ₽;Stories
Екатерина;Ростов-на-Дону, Россия;8 718;<span>35%</span>;4 082 ₽;Пост + Stories;2 041 ₽;Серия Stories (3-5);2 857 ₽;Пост в ленте;1 224 ₽;Stories
Валерия;Тобольск, Россия;11 462;<span>34%</span>;4 997 ₽;Пост + Stories;2 498 ₽;Серия Stories (3-5);3 497 ₽;Пост в ленте;1 499 ₽;Stories
Гуля;Москва, Россия;5 458;<span>20%</span>;2 946 ₽;Пост + Stories;1 473 ₽;Серия Stories (3-5);2 062 ₽;Пост в ленте;883 ₽;Stories
Алена;Москва, Россия;7 439;<span>46%</span>;3 692 ₽;Пост + Stories;1 846 ₽;Серия Stories (3-5);2 584 ₽;Пост в ленте;1 107 ₽;Stories
Дарья;Санкт-Петербург, Россия;7 812;<span>26%</span>;3 813 ₽;Пост + Stories;1 906 ₽;Серия Stories (3-5);2 669 ₽;Пост в ленте;1 143 ₽;Stories
Хельга;Санкт-Петербург, Россия;1 233;<span>32%</span>;678 ₽;Пост + Stories;339 ₽;Серия Stories (3-5);474 ₽;Пост в ленте;203 ₽;Stories
Яна;Севастополь, Россия;2 003;<span>20%</span>;1 102 ₽;Пост + Stories;551 ₽;Серия Stories (3-5);771 ₽;Пост в ленте;330 ₽;Stories
Олеся;Новосибирск, Россия;1 413;<span>20%</span>;777 ₽;Пост + Stories;388 ₽;Серия Stories (3-5);543 ₽;Пост в ленте;233 ₽;Stories
Полина;Москва, Россия;6 025;<span>36%</span>;3 177 ₽;Пост + Stories;1 588 ₽;Серия Stories (3-5);2 223 ₽;Пост в ленте;953 ₽;Stories
Ольга;Москва, Россия;53 817;<span>26%</span>;17 534 ₽;Пост + Stories;8 767 ₽;Серия Stories (3-5);12 273 ₽;Пост в ленте;5 260 ₽;Stories
Ольга;Москва, Россия;35 989;<span>21%</span>;13 262 ₽;Пост + Stories;6 631 ₽;Серия Stories (3-5);9 283 ₽;Пост в ленте;3 978 ₽;Stories
Ольга;Волгоград, Россия;1 944;<span>35%</span>;1 069 ₽;Пост + Stories;534 ₽;Серия Stories (3-5);748 ₽;Пост в ленте;320 ₽;Stories
Кристина;Калининград, Россия;11 907;<span>28%</span>;5 176 ₽;Пост + Stories;2 588 ₽;Серия Stories (3-5);3 623 ₽;Пост в ленте;1 552 ₽;Stories
Таня;Екатеринбург, Россия;2 974;<span>28%</span>;1 635 ₽;Пост + Stories;817 ₽;Серия Stories (3-5);1 144 ₽;Пост в ленте;490 ₽;Stories
Kseniia;Казань, Россия;4 361;<span>11%</span>;2 399 ₽;Пост + Stories;1 199 ₽;Серия Stories (3-5);1 679 ₽;Пост в ленте;719 ₽;Stories
Рената;Москва, Россия;1 088;<span>19%</span>;598 ₽;Пост + Stories;299 ₽;Серия Stories (3-5);418 ₽;Пост в ленте;179 ₽;Stories
Алсу;Казань, Россия;3 235;<span>11%</span>;1 779 ₽;Пост + Stories;889 ₽;Серия Stories (3-5);1 245 ₽;Пост в ленте;533 ₽;Stories
Татьяна;Москва, Россия;2 130;<span>19%</span>;1 171 ₽;Пост + Stories;585 ₽;Серия Stories (3-5);819 ₽;Пост в ленте;351 ₽;Stories
Евгения;Москва, Россия;2 802;<span>26%</span>;1 541 ₽;Пост + Stories;770 ₽;Серия Stories (3-5);1 078 ₽;Пост в ленте;462 ₽;Stories
Андрей;Краснодар, Россия;6 725;<span>40%</span>;3 443 ₽;Пост + Stories;1 721 ₽;Серия Stories (3-5);2 410 ₽;Пост в ленте;1 032 ₽;Stories
Алина;Москва, Россия;62 018;<span>35%</span>;19 646 ₽;Пост + Stories;9 823 ₽;Серия Stories (3-5);13 752 ₽;Пост в ленте;5 893 ₽;Stories
Виолетта;Санкт-Петербург, Россия;555;<span>17%</span>;305 ₽;Пост + Stories;152 ₽;Серия Stories (3-5);213 ₽;Пост в ленте;91 ₽;Stories
Екатерина;Москва, Россия;4 532;<span>26%</span>;2 492 ₽;Пост + Stories;1 246 ₽;Серия Stories (3-5);1 744 ₽;Пост в ленте;747 ₽;Stories
Artem;Санкт-Петербург, Россия;545;<span>12%</span>;300 ₽;Пост + Stories;150 ₽;Серия Stories (3-5);210 ₽;Пост в ленте;90 ₽;Stories
Ольга;Омск, Россия;4 827;<span>37%</span>;2 655 ₽;Пост + Stories;1 327 ₽;Серия Stories (3-5);1 858 ₽;Пост в ленте;796 ₽;Stories
Александра;Санкт-Петербург, Россия;7 402;<span>24%</span>;3 679 ₽;Пост + Stories;1 839 ₽;Серия Stories (3-5);2 575 ₽;Пост в ленте;1 103 ₽;Stories
Елизавета;Москва, Россия;23 208;<span>18%</span>;9 368 ₽;Пост + Stories;4 684 ₽;Серия Stories (3-5);6 557 ₽;Пост в ленте;2 810 ₽;Stories
Екатерина;Брянск, Россия;1 866;<span>37%</span>;1 026 ₽;Пост + Stories;513 ₽;Серия Stories (3-5);718 ₽;Пост в ленте;307 ₽;Stories
Алла;Москва, Россия;70 694;<span>32%</span>;21 719 ₽;Пост + Stories;10 859 ₽;Серия Stories (3-5);15 203 ₽;Пост в ленте;6 515 ₽;Stories
Наталия;Москва, Россия;2 085;<span>24%</span>;1 147 ₽;Пост + Stories;573 ₽;Серия Stories (3-5);802 ₽;Пост в ленте;344 ₽;Stories
Юлия;Москва, Россия;8 049;<span>34%</span>;3 887 ₽;Пост + Stories;1 943 ₽;Серия Stories (3-5);2 720 ₽;Пост в ленте;1 166 ₽;Stories
Екатерина;Москва, Россия;32 878;<span>26%</span>;12 398 ₽;Пост + Stories;6 199 ₽;Серия Stories (3-5);8 678 ₽;Пост в ленте;3 719 ₽;Stories
Анна;Уфа, Россия;1 121;<span>16%</span>;617 ₽;Пост + Stories;308 ₽;Серия Stories (3-5);431 ₽;Пост в ленте;185 ₽;Stories
Татьяна;Москва, Россия;12 501;<span>39%</span>;5 414 ₽;Пост + Stories;2 707 ₽;Серия Stories (3-5);3 789 ₽;Пост в ленте;1 624 ₽;Stories
Лизи;Санкт-Петербург, Россия;2 104;<span>30%</span>;1 157 ₽;Пост + Stories;578 ₽;Серия Stories (3-5);809 ₽;Пост в ленте;347 ₽;Stories
Юлия;Москва, Россия;299 596;<span>41%</span>;75 080 ₽;Пост + Stories;37 540 ₽;Серия Stories (3-5);52 556 ₽;Пост в ленте;22 524 ₽;Stories
Анна;Москва, Россия;6 302;<span>16%</span>;3 285 ₽;Пост + Stories;1 642 ₽;Серия Stories (3-5);2 299 ₽;Пост в ленте;985 ₽;Stories
Никита;Москва, Россия;4 589;<span>28%</span>;2 524 ₽;Пост + Stories;1 262 ₽;Серия Stories (3-5);1 766 ₽;Пост в ленте;757 ₽;Stories
Лариса;Городец, Россия;887;<span>23%</span>;488 ₽;Пост + Stories;244 ₽;Серия Stories (3-5);341 ₽;Пост в ленте;146 ₽;Stories
Ольга;Москва, Россия;9 330;<span>42%</span>;4 242 ₽;Пост + Stories;2 121 ₽;Серия Stories (3-5);2 969 ₽;Пост в ленте;1 272 ₽;Stories
Дарья;Домодедово, Россия;2 985;<span>23%</span>;1 642 ₽;Пост + Stories;821 ₽;Серия Stories (3-5);1 149 ₽;Пост в ленте;492 ₽;Stories
Екатерина;Москва, Россия;640;<span>18%</span>;352 ₽;Пост + Stories;176 ₽;Серия Stories (3-5);246 ₽;Пост в ленте;105 ₽;Stories
Эдуард;Санкт-Петербург, Россия;15 393;<span>55%</span>;6 545 ₽;Пост + Stories;3 272 ₽;Серия Stories (3-5);4 581 ₽;Пост в ленте;1 963 ₽;Stories
Вероника;Москва, Россия;1 788;<span>37%</span>;983 ₽;Пост + Stories;491 ₽;Серия Stories (3-5);688 ₽;Пост в ленте;294 ₽;Stories
Наталья;Москва, Россия;100 613;<span>37%</span>;27 660 ₽;Пост + Stories;13 830 ₽;Серия Stories (3-5);19 362 ₽;Пост в ленте;8 298 ₽;Stories
Виктория;Москва, Россия;29 801;<span>44%</span>;11 489 ₽;Пост + Stories;5 744 ₽;Серия Stories (3-5);8 042 ₽;Пост в ленте;3 446 ₽;Stories
Оксана;Москва, Россия;7 955;<span>34%</span>;3 857 ₽;Пост + Stories;1 928 ₽;Серия Stories (3-5);2 699 ₽;Пост в ленте;1 157 ₽;Stories
Екатерина;Иваново, Россия;7 434;<span>36%</span>;3 690 ₽;Пост + Stories;1 845 ₽;Серия Stories (3-5);2 583 ₽;Пост в ленте;1 107 ₽;Stories
Алена;Москва, Россия;2 437;<span>34%</span>;1 340 ₽;Пост + Stories;670 ₽;Серия Stories (3-5);937 ₽;Пост в ленте;402 ₽;Stories
