Name;Location;Audience;Audience_Qaulity;Price1;Post_kind1;Price2;Post_kind2;Price3;Post_kind3;Price4;Post_kind4
Анастасия;Москва, Россия;11 603;<span>13%</span>;4 595 ₽;Пост + Stories;2 297 ₽;Серия Stories (3-5);3 216 ₽;Пост в ленте;1 378 ₽;Stories
Анна;Барнаул, Россия;1 588;<span>18%</span>;794 ₽;Пост + Stories;397 ₽;Серия Stories (3-5);555 ₽;Пост в ленте;238 ₽;Stories
Наталия;Саратов, Россия;2 064;<span>10%</span>;1 032 ₽;Пост + Stories;516 ₽;Серия Stories (3-5);722 ₽;Пост в ленте;309 ₽;Stories
Виктория;Вологда, Россия;1 053;<span>17%</span>;527 ₽;Пост + Stories;263 ₽;Серия Stories (3-5);368 ₽;Пост в ленте;158 ₽;Stories
Люся;Москва, Россия;176 964;<span>15%</span>;42 728 ₽;Пост + Stories;21 364 ₽;Серия Stories (3-5);29 909 ₽;Пост в ленте;12 818 ₽;Stories
Алина;Красноярск, Россия;4 184;<span>21%</span>;2 092 ₽;Пост + Stories;1 046 ₽;Серия Stories (3-5);1 464 ₽;Пост в ленте;627 ₽;Stories
Катя;Россия;1 635;<span>23%</span>;818 ₽;Пост + Stories;409 ₽;Серия Stories (3-5);572 ₽;Пост в ленте;245 ₽;Stories
Мария;Екатеринбург, Россия;7 343;<span>14%</span>;3 327 ₽;Пост + Stories;1 663 ₽;Серия Stories (3-5);2 328 ₽;Пост в ленте;998 ₽;Stories
Виктория;Саратов, Россия;2 093;<span>19%</span>;1 047 ₽;Пост + Stories;523 ₽;Серия Stories (3-5);732 ₽;Пост в ленте;314 ₽;Stories
Анна;Саратов, Россия;910;<span>12%</span>;455 ₽;Пост + Stories;227 ₽;Серия Stories (3-5);318 ₽;Пост в ленте;136 ₽;Stories
Аделина;Казань, Россия;3 445;<span>16%</span>;1 723 ₽;Пост + Stories;861 ₽;Серия Stories (3-5);1 206 ₽;Пост в ленте;516 ₽;Stories
Анастасия;Барнаул, Россия;1 704;<span>19%</span>;852 ₽;Пост + Stories;426 ₽;Серия Stories (3-5);596 ₽;Пост в ленте;255 ₽;Stories
Дария;Санкт-Петербург, Россия;691;<span>12%</span>;346 ₽;Пост + Stories;173 ₽;Серия Stories (3-5);242 ₽;Пост в ленте;103 ₽;Stories
Анастасия;Белгород, Россия;5 581;<span>40%</span>;2 726 ₽;Пост + Stories;1 363 ₽;Серия Stories (3-5);1 908 ₽;Пост в ленте;817 ₽;Stories
Кристина;Иркутск, Россия;1 064;<span>10%</span>;532 ₽;Пост + Stories;266 ₽;Серия Stories (3-5);372 ₽;Пост в ленте;159 ₽;Stories
Даша;Тула, Россия;918;<span>23%</span>;459 ₽;Пост + Stories;229 ₽;Серия Stories (3-5);321 ₽;Пост в ленте;137 ₽;Stories
Виктор;Москва, Россия;27 788;<span>29%</span>;9 879 ₽;Пост + Stories;4 939 ₽;Серия Stories (3-5);6 915 ₽;Пост в ленте;2 963 ₽;Stories
Анастасия;Минск, Беларусь;71 479;<span>32%</span>;19 908 ₽;Пост + Stories;9 954 ₽;Серия Stories (3-5);13 935 ₽;Пост в ленте;5 972 ₽;Stories
Наталья;Калининград, Россия;4 015;<span>22%</span>;2 008 ₽;Пост + Stories;1 004 ₽;Серия Stories (3-5);1 405 ₽;Пост в ленте;602 ₽;Stories
Анна;Краснодар, Россия;1 248;<span>19%</span>;624 ₽;Пост + Stories;312 ₽;Серия Stories (3-5);436 ₽;Пост в ленте;187 ₽;Stories
Анатолий;Волгоград, Россия;2 660;<span>18%</span>;1 330 ₽;Пост + Stories;665 ₽;Серия Stories (3-5);930 ₽;Пост в ленте;399 ₽;Stories
Александра;Барнаул, Россия;2 444;<span>22%</span>;1 222 ₽;Пост + Stories;611 ₽;Серия Stories (3-5);855 ₽;Пост в ленте;366 ₽;Stories
Алена;Москва, Россия;6 440;<span>27%</span>;3 035 ₽;Пост + Stories;1 517 ₽;Серия Stories (3-5);2 124 ₽;Пост в ленте;910 ₽;Stories
Кристина;Астрахань, Россия;4 220;<span>29%</span>;2 110 ₽;Пост + Stories;1 055 ₽;Серия Stories (3-5);1 477 ₽;Пост в ленте;633 ₽;Stories
Зарина;Краснодар, Россия;2 916;<span>21%</span>;1 458 ₽;Пост + Stories;729 ₽;Серия Stories (3-5);1 020 ₽;Пост в ленте;437 ₽;Stories
Андрей;Красноярск, Россия;2 416;<span>24%</span>;1 208 ₽;Пост + Stories;604 ₽;Серия Stories (3-5);845 ₽;Пост в ленте;362 ₽;Stories
Arevika;Кемерово, Россия;2 480;<span>22%</span>;1 240 ₽;Пост + Stories;620 ₽;Серия Stories (3-5);868 ₽;Пост в ленте;372 ₽;Stories
Руслан;Красноярск, Россия;2 607;<span>41%</span>;1 304 ₽;Пост + Stories;652 ₽;Серия Stories (3-5);912 ₽;Пост в ленте;391 ₽;Stories
Миша;Москва, Россия;2 255;<span>30%</span>;1 128 ₽;Пост + Stories;564 ₽;Серия Stories (3-5);789 ₽;Пост в ленте;338 ₽;Stories
Роман;Москва, Россия;1 844;<span>12%</span>;922 ₽;Пост + Stories;461 ₽;Серия Stories (3-5);645 ₽;Пост в ленте;276 ₽;Stories
Виктория;Минск, Беларусь;2 969;<span>13%</span>;1 485 ₽;Пост + Stories;742 ₽;Серия Stories (3-5);1 039 ₽;Пост в ленте;445 ₽;Stories
Алёна;Самара, Россия;7 781;<span>22%</span>;3 458 ₽;Пост + Stories;1 729 ₽;Серия Stories (3-5);2 420 ₽;Пост в ленте;1 037 ₽;Stories
Кристина;Ковров, Россия;1 630;<span>17%</span>;815 ₽;Пост + Stories;407 ₽;Серия Stories (3-5);570 ₽;Пост в ленте;244 ₽;Stories
Анна;Москва, Россия;2 127;<span>27%</span>;1 064 ₽;Пост + Stories;532 ₽;Серия Stories (3-5);744 ₽;Пост в ленте;319 ₽;Stories
Ирина;Саратов, Россия;719;<span>24%</span>;360 ₽;Пост + Stories;180 ₽;Серия Stories (3-5);251 ₽;Пост в ленте;108 ₽;Stories
Дарья;Санкт-Петербург, Россия;1 778;<span>17%</span>;889 ₽;Пост + Stories;444 ₽;Серия Stories (3-5);622 ₽;Пост в ленте;266 ₽;Stories
Алёна;Санкт-Петербург, Россия;1 638;<span>18%</span>;819 ₽;Пост + Stories;409 ₽;Серия Stories (3-5);573 ₽;Пост в ленте;245 ₽;Stories
Кирилл;Москва, Россия;2 998;<span>19%</span>;1 499 ₽;Пост + Stories;749 ₽;Серия Stories (3-5);1 049 ₽;Пост в ленте;449 ₽;Stories
Катерина;Новокузнецк, Россия;507;<span>17%</span>;254 ₽;Пост + Stories;127 ₽;Серия Stories (3-5);177 ₽;Пост в ленте;76 ₽;Stories
Ольга;Уфа, Россия;3 957;<span>16%</span>;1 979 ₽;Пост + Stories;989 ₽;Серия Stories (3-5);1 385 ₽;Пост в ленте;593 ₽;Stories
Катерина;Тюмень, Россия;646;<span>24%</span>;323 ₽;Пост + Stories;161 ₽;Серия Stories (3-5);226 ₽;Пост в ленте;96 ₽;Stories
alice;Москва, Россия;1 074;<span>27%</span>;537 ₽;Пост + Stories;268 ₽;Серия Stories (3-5);375 ₽;Пост в ленте;161 ₽;Stories
Татьяна;Санкт-Петербург, Россия;944;<span>26%</span>;472 ₽;Пост + Stories;236 ₽;Серия Stories (3-5);330 ₽;Пост в ленте;141 ₽;Stories
Елена;Самара, Россия;1 078;<span>12%</span>;539 ₽;Пост + Stories;269 ₽;Серия Stories (3-5);377 ₽;Пост в ленте;161 ₽;Stories
Елизавета;Краснодар, Россия;1 253;<span>24%</span>;627 ₽;Пост + Stories;313 ₽;Серия Stories (3-5);438 ₽;Пост в ленте;188 ₽;Stories
Антон;Москва, Россия;4 594;<span>33%</span>;2 297 ₽;Пост + Stories;1 148 ₽;Серия Stories (3-5);1 607 ₽;Пост в ленте;689 ₽;Stories
Алёна;Барнаул, Россия;1 795;<span>13%</span>;898 ₽;Пост + Stories;449 ₽;Серия Stories (3-5);628 ₽;Пост в ленте;269 ₽;Stories
Юлия;Казань, Россия;1 420;<span>10%</span>;710 ₽;Пост + Stories;355 ₽;Серия Stories (3-5);496 ₽;Пост в ленте;213 ₽;Stories
Павел;Самара, Россия;4 507;<span>29%</span>;2 239 ₽;Пост + Stories;1 119 ₽;Серия Stories (3-5);1 567 ₽;Пост в ленте;671 ₽;Stories
Виолетта;Хабаровск, Россия;1 027;<span>25%</span>;513 ₽;Пост + Stories;256 ₽;Серия Stories (3-5);359 ₽;Пост в ленте;153 ₽;Stories
Дмитрий;Санкт-Петербург, Россия;2 574;<span>23%</span>;1 287 ₽;Пост + Stories;643 ₽;Серия Stories (3-5);900 ₽;Пост в ленте;386 ₽;Stories
Марина;Благовещенск, Россия;14 822;<span>35%</span>;5 750 ₽;Пост + Stories;2 875 ₽;Серия Stories (3-5);4 024 ₽;Пост в ленте;1 725 ₽;Stories
Илона;Пятигорск, Россия;4 414;<span>17%</span>;2 207 ₽;Пост + Stories;1 103 ₽;Серия Stories (3-5);1 544 ₽;Пост в ленте;662 ₽;Stories
Marina;Владимир, Россия;1 918;<span>26%</span>;959 ₽;Пост + Stories;479 ₽;Серия Stories (3-5);671 ₽;Пост в ленте;287 ₽;Stories
Юлия;Москва, Россия;2 003;<span>21%</span>;1 002 ₽;Пост + Stories;501 ₽;Серия Stories (3-5);701 ₽;Пост в ленте;300 ₽;Stories
Екатерина;Барнаул, Россия;1 547;<span>20%</span>;774 ₽;Пост + Stories;387 ₽;Серия Stories (3-5);541 ₽;Пост в ленте;232 ₽;Stories
Karina;Москва, Россия;4 481;<span>16%</span>;2 241 ₽;Пост + Stories;1 120 ₽;Серия Stories (3-5);1 568 ₽;Пост в ленте;672 ₽;Stories
Татьяна;Краснодар, Россия;5 012;<span>20%</span>;2 505 ₽;Пост + Stories;1 252 ₽;Серия Stories (3-5);1 753 ₽;Пост в ленте;751 ₽;Stories
Максим;Минск, Беларусь;2 170;<span>14%</span>;1 085 ₽;Пост + Stories;542 ₽;Серия Stories (3-5);759 ₽;Пост в ленте;325 ₽;Stories
Екатерина;Курган, Россия;2 730;<span>32%</span>;1 365 ₽;Пост + Stories;682 ₽;Серия Stories (3-5);955 ₽;Пост в ленте;409 ₽;Stories
Дмитрий;Москва, Россия;1 612;<span>24%</span>;806 ₽;Пост + Stories;403 ₽;Серия Stories (3-5);564 ₽;Пост в ленте;241 ₽;Stories
Анастасия;Москва, Россия;1 563;<span>26%</span>;782 ₽;Пост + Stories;391 ₽;Серия Stories (3-5);547 ₽;Пост в ленте;234 ₽;Stories
Алина;Великий Новгород, Россия;1 662;<span>15%</span>;831 ₽;Пост + Stories;415 ₽;Серия Stories (3-5);581 ₽;Пост в ленте;249 ₽;Stories
Alena;Санкт-Петербург, Россия;1 251;<span>17%</span>;626 ₽;Пост + Stories;313 ₽;Серия Stories (3-5);438 ₽;Пост в ленте;187 ₽;Stories
Мария;Екатеринбург, Россия;1 868;<span>23%</span>;934 ₽;Пост + Stories;467 ₽;Серия Stories (3-5);653 ₽;Пост в ленте;280 ₽;Stories
Марина;Ростов-на-Дону, Россия;846;<span>29%</span>;423 ₽;Пост + Stories;211 ₽;Серия Stories (3-5);296 ₽;Пост в ленте;126 ₽;Stories
Нелли;Уфа, Россия;3 478;<span>23%</span>;1 739 ₽;Пост + Stories;869 ₽;Серия Stories (3-5);1 217 ₽;Пост в ленте;521 ₽;Stories
Яна;Краснодар, Россия;1 203;<span>15%</span>;602 ₽;Пост + Stories;301 ₽;Серия Stories (3-5);421 ₽;Пост в ленте;180 ₽;Stories
Asya;Москва, Россия;1 262;<span>11%</span>;631 ₽;Пост + Stories;315 ₽;Серия Stories (3-5);441 ₽;Пост в ленте;189 ₽;Stories
Екатерина;Томск, Россия;1 334;<span>24%</span>;667 ₽;Пост + Stories;333 ₽;Серия Stories (3-5);466 ₽;Пост в ленте;200 ₽;Stories
Anna;Владимир, Россия;45 081;<span>44%</span>;14 079 ₽;Пост + Stories;7 039 ₽;Серия Stories (3-5);9 855 ₽;Пост в ленте;4 223 ₽;Stories
Татьяна;Кемерово, Россия;797;<span>35%</span>;399 ₽;Пост + Stories;199 ₽;Серия Stories (3-5);279 ₽;Пост в ленте;119 ₽;Stories
Владимир;Минск, Беларусь;101 873;<span>29%</span>;25 447 ₽;Пост + Stories;12 723 ₽;Серия Stories (3-5);17 812 ₽;Пост в ленте;7 634 ₽;Stories
Ильдар;Санкт-Петербург, Россия;750;<span>22%</span>;375 ₽;Пост + Stories;187 ₽;Серия Stories (3-5);262 ₽;Пост в ленте;112 ₽;Stories
Эрик;Набережные Челны, Россия;13 831;<span>38%</span>;5 400 ₽;Пост + Stories;2 700 ₽;Серия Stories (3-5);3 779 ₽;Пост в ленте;1 620 ₽;Stories
Анастасия;Петропавловск-Камчатский, Россия;2 175;<span>28%</span>;1 088 ₽;Пост + Stories;544 ₽;Серия Stories (3-5);761 ₽;Пост в ленте;326 ₽;Stories
Евгения;Казань, Россия;2 017;<span>12%</span>;1 009 ₽;Пост + Stories;504 ₽;Серия Stories (3-5);706 ₽;Пост в ленте;302 ₽;Stories
Елена;Москва, Россия;2 525;<span>24%</span>;1 263 ₽;Пост + Stories;631 ₽;Серия Stories (3-5);884 ₽;Пост в ленте;378 ₽;Stories
Дарья;Ростов-на-Дону, Россия;1 209;<span>21%</span>;605 ₽;Пост + Stories;302 ₽;Серия Stories (3-5);423 ₽;Пост в ленте;181 ₽;Stories
Полина;Минск, Беларусь;3 177;<span>23%</span>;1 589 ₽;Пост + Stories;794 ₽;Серия Stories (3-5);1 112 ₽;Пост в ленте;476 ₽;Stories
Лаура;Москва, Россия;5 504;<span>26%</span>;2 697 ₽;Пост + Stories;1 348 ₽;Серия Stories (3-5);1 887 ₽;Пост в ленте;809 ₽;Stories
Анастасия;Геленджик, Россия;2 443;<span>32%</span>;1 222 ₽;Пост + Stories;611 ₽;Серия Stories (3-5);855 ₽;Пост в ленте;366 ₽;Stories
Дарья;Санкт-Петербург, Россия;647;<span>14%</span>;324 ₽;Пост + Stories;162 ₽;Серия Stories (3-5);226 ₽;Пост в ленте;97 ₽;Stories
Рената;Казань, Россия;2 701;<span>14%</span>;1 351 ₽;Пост + Stories;675 ₽;Серия Stories (3-5);945 ₽;Пост в ленте;405 ₽;Stories
Андрей;Владимир, Россия;21 799;<span>17%</span>;8 077 ₽;Пост + Stories;4 038 ₽;Серия Stories (3-5);5 653 ₽;Пост в ленте;2 423 ₽;Stories
Nikita;Москва, Россия;956;<span>13%</span>;478 ₽;Пост + Stories;239 ₽;Серия Stories (3-5);334 ₽;Пост в ленте;143 ₽;Stories
Анна;Владимир, Россия;1 076;<span>24%</span>;538 ₽;Пост + Stories;269 ₽;Серия Stories (3-5);376 ₽;Пост в ленте;161 ₽;Stories
Вероника;Томск, Россия;616;<span>26%</span>;308 ₽;Пост + Stories;154 ₽;Серия Stories (3-5);215 ₽;Пост в ленте;92 ₽;Stories
Ариана;Ростов-на-Дону, Россия;3 680;<span>13%</span>;1 840 ₽;Пост + Stories;920 ₽;Серия Stories (3-5);1 288 ₽;Пост в ленте;552 ₽;Stories
Анастасия;Москва, Россия;5 197;<span>16%</span>;2 578 ₽;Пост + Stories;1 289 ₽;Серия Stories (3-5);1 804 ₽;Пост в ленте;773 ₽;Stories
Надежда;Жуковка, Россия;2 309;<span>24%</span>;1 155 ₽;Пост + Stories;577 ₽;Серия Stories (3-5);808 ₽;Пост в ленте;346 ₽;Stories
Анастасия;Москва, Россия;1 052;<span>26%</span>;526 ₽;Пост + Stories;263 ₽;Серия Stories (3-5);368 ₽;Пост в ленте;157 ₽;Stories
Лера;Сочи, Россия;1 140;<span>21%</span>;570 ₽;Пост + Stories;285 ₽;Серия Stories (3-5);399 ₽;Пост в ленте;171 ₽;Stories
Анастасия;Богородск, Россия;985;<span>18%</span>;493 ₽;Пост + Stories;246 ₽;Серия Stories (3-5);345 ₽;Пост в ленте;147 ₽;Stories
Милена;Москва, Россия;30 172;<span>14%</span>;10 547 ₽;Пост + Stories;5 273 ₽;Серия Stories (3-5);7 382 ₽;Пост в ленте;3 164 ₽;Stories
Оксана;Волгоград, Россия;710;<span>23%</span>;355 ₽;Пост + Stories;177 ₽;Серия Stories (3-5);248 ₽;Пост в ленте;106 ₽;Stories
Дмитрий;Москва, Россия;1 454;<span>28%</span>;727 ₽;Пост + Stories;363 ₽;Серия Stories (3-5);508 ₽;Пост в ленте;218 ₽;Stories
Валерий;Могилёв, Беларусь;1 264;<span>16%</span>;632 ₽;Пост + Stories;316 ₽;Серия Stories (3-5);442 ₽;Пост в ленте;189 ₽;Stories
Данил;Оренбург, Россия;14 429;<span>25%</span>;5 612 ₽;Пост + Stories;2 806 ₽;Серия Stories (3-5);3 928 ₽;Пост в ленте;1 683 ₽;Stories
Alexander;Москва, Россия;1 822;<span>20%</span>;911 ₽;Пост + Stories;455 ₽;Серия Stories (3-5);637 ₽;Пост в ленте;273 ₽;Stories
Анастасия;Москва, Россия;1 747;<span>16%</span>;874 ₽;Пост + Stories;437 ₽;Серия Stories (3-5);611 ₽;Пост в ленте;262 ₽;Stories
Inna;Москва, Россия;6 645;<span>30%</span>;3 104 ₽;Пост + Stories;1 552 ₽;Серия Stories (3-5);2 172 ₽;Пост в ленте;931 ₽;Stories
Евгений;Москва, Россия;6 362;<span>39%</span>;3 008 ₽;Пост + Stories;1 504 ₽;Серия Stories (3-5);2 105 ₽;Пост в ленте;902 ₽;Stories
Мария;Ставрополь, Россия;11 477;<span>28%</span>;4 548 ₽;Пост + Stories;2 274 ₽;Серия Stories (3-5);3 183 ₽;Пост в ленте;1 364 ₽;Stories
Ильдар;Москва, Россия;1 614;<span>37%</span>;807 ₽;Пост + Stories;403 ₽;Серия Stories (3-5);564 ₽;Пост в ленте;242 ₽;Stories
Влад;Москва, Россия;20 328;<span>22%</span>;7 352 ₽;Пост + Stories;3 676 ₽;Серия Stories (3-5);5 146 ₽;Пост в ленте;2 205 ₽;Stories
Юлия;Санкт-Петербург, Россия;2 476;<span>15%</span>;1 238 ₽;Пост + Stories;619 ₽;Серия Stories (3-5);866 ₽;Пост в ленте;371 ₽;Stories
Анастасия;Новороссийск, Россия;704;<span>23%</span>;352 ₽;Пост + Stories;176 ₽;Серия Stories (3-5);246 ₽;Пост в ленте;105 ₽;Stories
Alina;Москва, Россия;541;<span>12%</span>;271 ₽;Пост + Stories;135 ₽;Серия Stories (3-5);189 ₽;Пост в ленте;81 ₽;Stories
Сергей;Воронеж, Россия;1 651;<span>10%</span>;826 ₽;Пост + Stories;413 ₽;Серия Stories (3-5);578 ₽;Пост в ленте;247 ₽;Stories
Александра;Москва, Россия;87 956;<span>19%</span>;23 048 ₽;Пост + Stories;11 524 ₽;Серия Stories (3-5);16 133 ₽;Пост в ленте;6 914 ₽;Stories
Мария;Новосибирск, Россия;1 997;<span>14%</span>;999 ₽;Пост + Stories;499 ₽;Серия Stories (3-5);699 ₽;Пост в ленте;299 ₽;Stories
Вероника;Саранск, Россия;1 081;<span>17%</span>;541 ₽;Пост + Stories;270 ₽;Серия Stories (3-5);378 ₽;Пост в ленте;162 ₽;Stories
Оля;Москва, Россия;196 660;<span>35%</span>;47 053 ₽;Пост + Stories;23 526 ₽;Серия Stories (3-5);32 937 ₽;Пост в ленте;14 115 ₽;Stories
alexandra;Мурманск, Россия;2 017;<span>25%</span>;1 009 ₽;Пост + Stories;504 ₽;Серия Stories (3-5);706 ₽;Пост в ленте;302 ₽;Stories
Катерина;Нижний Тагил, Россия;1 780;<span>22%</span>;890 ₽;Пост + Stories;445 ₽;Серия Stories (3-5);623 ₽;Пост в ленте;267 ₽;Stories
Inna;Москва, Россия;1 477;<span>10%</span>;739 ₽;Пост + Stories;369 ₽;Серия Stories (3-5);517 ₽;Пост в ленте;221 ₽;Stories
Света;Москва, Россия;4 534;<span>17%</span>;2 267 ₽;Пост + Stories;1 133 ₽;Серия Stories (3-5);1 586 ₽;Пост в ленте;680 ₽;Stories
Юлия;Новосибирск, Россия;2 744;<span>32%</span>;1 372 ₽;Пост + Stories;686 ₽;Серия Stories (3-5);960 ₽;Пост в ленте;411 ₽;Stories
Надежда;Новосибирск, Россия;1 177;<span>29%</span>;589 ₽;Пост + Stories;294 ₽;Серия Stories (3-5);412 ₽;Пост в ленте;176 ₽;Stories
Любовь;Москва, Россия;942;<span>18%</span>;471 ₽;Пост + Stories;235 ₽;Серия Stories (3-5);329 ₽;Пост в ленте;141 ₽;Stories
Ирина;Оренбург, Россия;688;<span>15%</span>;344 ₽;Пост + Stories;172 ₽;Серия Stories (3-5);240 ₽;Пост в ленте;103 ₽;Stories
Юлия;Москва, Россия;3 680;<span>38%</span>;1 840 ₽;Пост + Stories;920 ₽;Серия Stories (3-5);1 288 ₽;Пост в ленте;552 ₽;Stories
Анна;Красноярск, Россия;1 430;<span>13%</span>;715 ₽;Пост + Stories;357 ₽;Серия Stories (3-5);500 ₽;Пост в ленте;214 ₽;Stories
Настя;Киров, Россия;797;<span>13%</span>;399 ₽;Пост + Stories;199 ₽;Серия Stories (3-5);279 ₽;Пост в ленте;119 ₽;Stories
Даниил;Москва, Россия;21 463;<span>32%</span>;7 970 ₽;Пост + Stories;3 985 ₽;Серия Stories (3-5);5 579 ₽;Пост в ленте;2 391 ₽;Stories
Andrew;Белгород, Россия;893;<span>10%</span>;447 ₽;Пост + Stories;223 ₽;Серия Stories (3-5);312 ₽;Пост в ленте;134 ₽;Stories
Александра;Ижевск, Россия;1 433;<span>29%</span>;717 ₽;Пост + Stories;358 ₽;Серия Stories (3-5);501 ₽;Пост в ленте;215 ₽;Stories
Лена;Москва, Россия;500;<span>11%</span>;250 ₽;Пост + Stories;125 ₽;Серия Stories (3-5);175 ₽;Пост в ленте;75 ₽;Stories
Михаил;Санкт-Петербург, Россия;2 039;<span>13%</span>;1 020 ₽;Пост + Stories;510 ₽;Серия Stories (3-5);714 ₽;Пост в ленте;306 ₽;Stories
Анна;Чебоксары, Россия;1 600;<span>11%</span>;800 ₽;Пост + Stories;400 ₽;Серия Stories (3-5);560 ₽;Пост в ленте;240 ₽;Stories
Алина;Москва, Россия;3 862;<span>26%</span>;1 931 ₽;Пост + Stories;965 ₽;Серия Stories (3-5);1 351 ₽;Пост в ленте;579 ₽;Stories
Светлана;Анжеро-Судженск, Россия;91 810;<span>39%</span>;23 704 ₽;Пост + Stories;11 852 ₽;Серия Stories (3-5);16 592 ₽;Пост в ленте;7 111 ₽;Stories
Виктория;Краснодар, Россия;718;<span>19%</span>;359 ₽;Пост + Stories;179 ₽;Серия Stories (3-5);251 ₽;Пост в ленте;107 ₽;Stories
Кристина;Снежинск, Россия;2 483;<span>27%</span>;1 242 ₽;Пост + Stories;621 ₽;Серия Stories (3-5);869 ₽;Пост в ленте;372 ₽;Stories
Мария;Сочи, Россия;1 135;<span>31%</span>;568 ₽;Пост + Stories;284 ₽;Серия Stories (3-5);397 ₽;Пост в ленте;170 ₽;Stories
Natalia;Белгород, Россия;2 527;<span>15%</span>;1 264 ₽;Пост + Stories;632 ₽;Серия Stories (3-5);884 ₽;Пост в ленте;379 ₽;Stories
Александра;Бердск, Россия;1 122;<span>20%</span>;561 ₽;Пост + Stories;280 ₽;Серия Stories (3-5);392 ₽;Пост в ленте;168 ₽;Stories
Алёна;Новокузнецк, Россия;1 361;<span>20%</span>;681 ₽;Пост + Stories;340 ₽;Серия Stories (3-5);476 ₽;Пост в ленте;204 ₽;Stories
Дмитрий;Москва, Россия;1 763;<span>14%</span>;882 ₽;Пост + Stories;441 ₽;Серия Stories (3-5);617 ₽;Пост в ленте;264 ₽;Stories
Павел;Ростов-на-Дону, Россия;1 809;<span>12%</span>;904 ₽;Пост + Stories;452 ₽;Серия Stories (3-5);632 ₽;Пост в ленте;271 ₽;Stories
Julia;Уфа, Россия;573;<span>16%</span>;287 ₽;Пост + Stories;143 ₽;Серия Stories (3-5);200 ₽;Пост в ленте;86 ₽;Stories
Никита;Нижний Тагил, Россия;2 395;<span>14%</span>;1 198 ₽;Пост + Stories;599 ₽;Серия Stories (3-5);838 ₽;Пост в ленте;359 ₽;Stories
Евгения;Оренбург, Россия;4 748;<span>35%</span>;2 374 ₽;Пост + Stories;1 187 ₽;Серия Stories (3-5);1 661 ₽;Пост в ленте;712 ₽;Stories
Елизавета;Санкт-Петербург, Россия;795;<span>14%</span>;398 ₽;Пост + Stories;199 ₽;Серия Stories (3-5);278 ₽;Пост в ленте;119 ₽;Stories
Юлия;Краснодарский, Россия;855;<span>16%</span>;428 ₽;Пост + Stories;214 ₽;Серия Stories (3-5);299 ₽;Пост в ленте;128 ₽;Stories
Арсений;Москва, Россия;7 406;<span>17%</span>;3 347 ₽;Пост + Stories;1 673 ₽;Серия Stories (3-5);2 342 ₽;Пост в ленте;1 004 ₽;Stories
Елизавета;Санкт-Петербург, Россия;2 098;<span>28%</span>;1 049 ₽;Пост + Stories;524 ₽;Серия Stories (3-5);734 ₽;Пост в ленте;314 ₽;Stories
Дмитрий;Москва, Россия;3 680;<span>15%</span>;1 840 ₽;Пост + Stories;920 ₽;Серия Stories (3-5);1 288 ₽;Пост в ленте;552 ₽;Stories
Дмитрий;Москва, Россия;3 680;<span>15%</span>;1 840 ₽;Пост + Stories;920 ₽;Серия Stories (3-5);1 288 ₽;Пост в ленте;552 ₽;Stories
Маша;Саратов, Россия;1 000;<span>13%</span>;500 ₽;Пост + Stories;250 ₽;Серия Stories (3-5);350 ₽;Пост в ленте;150 ₽;Stories
Анастасия;Смоленск, Россия;1 653;<span>26%</span>;827 ₽;Пост + Stories;413 ₽;Серия Stories (3-5);578 ₽;Пост в ленте;248 ₽;Stories
Ная;Москва, Россия;3 442;<span>21%</span>;1 721 ₽;Пост + Stories;860 ₽;Серия Stories (3-5);1 204 ₽;Пост в ленте;516 ₽;Stories
Лилия;Казань, Россия;2 014;<span>15%</span>;1 007 ₽;Пост + Stories;503 ₽;Серия Stories (3-5);704 ₽;Пост в ленте;302 ₽;Stories
Евгений;Москва, Россия;29 718;<span>13%</span>;10 422 ₽;Пост + Stories;5 211 ₽;Серия Stories (3-5);7 295 ₽;Пост в ленте;3 126 ₽;Stories
Алина;Котовск, Россия;961;<span>27%</span>;481 ₽;Пост + Stories;240 ₽;Серия Stories (3-5);336 ₽;Пост в ленте;144 ₽;Stories
Артем;Москва, Россия;2 920;<span>25%</span>;1 460 ₽;Пост + Stories;730 ₽;Серия Stories (3-5);1 021 ₽;Пост в ленте;438 ₽;Stories
Lesya;Липецк, Россия;2 379;<span>31%</span>;1 190 ₽;Пост + Stories;595 ₽;Серия Stories (3-5);833 ₽;Пост в ленте;357 ₽;Stories
Анастасия;Лепель, Беларусь;938;<span>16%</span>;422 ₽;Пост + Stories;211 ₽;Серия Stories (3-5);295 ₽;Пост в ленте;126 ₽;Stories
Александр;Киров, Россия;17 969;<span>27%</span>;6 830 ₽;Пост + Stories;3 415 ₽;Серия Stories (3-5);4 781 ₽;Пост в ленте;2 049 ₽;Stories
Глеб;Нижний Новгород, Россия;1 031;<span>22%</span>;516 ₽;Пост + Stories;258 ₽;Серия Stories (3-5);361 ₽;Пост в ленте;154 ₽;Stories
Елизавета;Люберцы, Россия;1 626;<span>42%</span>;813 ₽;Пост + Stories;406 ₽;Серия Stories (3-5);569 ₽;Пост в ленте;243 ₽;Stories
Марина;Новосибирск, Россия;1 387;<span>15%</span>;694 ₽;Пост + Stories;347 ₽;Серия Stories (3-5);485 ₽;Пост в ленте;208 ₽;Stories
Nadezhda;Иркутск, Россия;1 033;<span>34%</span>;517 ₽;Пост + Stories;258 ₽;Серия Stories (3-5);361 ₽;Пост в ленте;155 ₽;Stories
